Dates,USA,India,Brazil,Russia,France,UK,Turkey,Italy,Spain,Germany,Colombia,Argentina,Mexico,Poland,Iran,Ukraine,Peru,South Africa,Netherlands,Indonesia,Czechia,Belgium,Romania,Chile,Iraq,Canada,Bangladesh,Pakistan,Philippines,Morocco,Switzerland,Israel,Sweden,Portugal,Saudi Arabia,Austria,Serbia,Hungary,Jordan,Nepal,Panama,Georgia,Japan,Azerbaijan,Ecuador,Croatia,UAE,Bulgaria,Belarus,Lebanon,Slovakia,Dominican Republic,Costa Rica,Armenia,Bolivia,Kazakhstan,Denmark,Kuwait,Qatar,Moldova,Guatemala,Greece,Palestine,Egypt,Tunisia,Lithuania,Oman,Ethiopia,Honduras,Slovenia,Venezuela,Bosnia and Herzegovina,Paraguay,Malaysia,Algeria,Libya,Kenya,Bahrain,China,Ireland,Nigeria,North Macedonia,Kyrgyzstan,Uzbekistan,Singapore,S. Korea,Albania,Ghana,Afghanistan,Norway,Montenegro,Luxembourg,El Salvador,Sri Lanka,Latvia,Finland,Uganda,Australia,Cameroon,Estonia,Sudan,Namibia,Zambia,Cyprus,Senegal,Mozambique,Madagascar,Angola,Uruguay,Botswana,Guinea,Maldives,Mauritania,Tajikistan,Zimbabwe,Jamaica,Malta,Cabo Verde,Cuba,Syria,Belize,Haiti,Gabon,Hong Kong,Eswatini,Rwanda,Andorra,Bahamas,Trinidad and Tobago,Mali,Malawi,Guyana,Burkina Faso,Thailand,Nicaragua,Suriname,Djibouti,Iceland,Equatorial Guinea,Somalia,Gambia,Togo,South Sudan,Benin,Niger,Lesotho,Sierra Leone,Guinea-Bissau,San Marino,New Zealand,Yemen,Liechtenstein,Chad,Liberia,Vietnam,Mongolia,Sao Tome and Principe,Eritrea,Saint Martin,Monaco,Burundi,Papua New Guinea,Comoros,Bhutan,Faeroe Islands,Mauritius,Tanzania,Isle of Man,Cambodia,Barbados,Saint Lucia,Seychelles,Antigua and Barbuda,Brunei,Grenada,St. Vincent Grenadines,Dominica,British Virgin Islands,Fiji,Laos,Timor-Leste,Saint Kitts and Nevis,Solomon Islands,Western Sahara
26-08-2020,2084465,2523771,3082447,784277,73020,0.0,239797,206329,150376.0,211691,407114,268801,472197,43399,314870,55327,414577,525242,7.0,115409,16954,18331,36286,376268,157215,0,190183,278939,133460,40586,34800,86466,0.0,41184,284945,22145,0,3734,1355,19504,63595,1150,51407,33281,95097,6362,59070,10750,69378,3955,2192,63478,13317,36726,50397,94713,14,73906,114558,24156,58783,3804,0,68713,1476,1794,79409,16311,9169,2170,32931,12336,8134,8978,29886,1152,19296,47049,0,23364,40281,10507,37217,36402,54971,14461,4633,42048,29042,9150,3558,7140,13046,2819,1135,7200,1268,33,16540,2054,6557,2734,10693,935,8852,1927,13582,977,1322,199,8150,4561,6356,7214,5001,846,1077,2713,3159,550,54,5677,7066,0,3078,1810,893,733,192,2052,3085,534,1058,3237,2913,2863,5297,1957,3798,2443,611,946,1290,1738,1084,526,1577,1127,658,1554,1097,94,873,832,632,291,842,276,0,116,345,232,399,118,0,335,183,0,264,139,139,127,89,25,24,0,18,0,23,21,25,17,1,
27-08-2020,2101326,2583948,3122846,790629,73433,0.0,240792,206554,150376.0,212909,417781,274458,475532,44097,316638,56149,421877,531338,7.0,118575,17190,18360,36677,377922,161009,0,193458,279561,133990,41901,34800,87726,0.0,41357,286255,22317,0,3757,1364,20073,63996,1190,52542,33364,95202,6595,59472,11044,69650,4133,2206,64347,14471,36988,52521,95253,14,74522,114797,24156,59641,3804,0,69612,1504,1802,79608,16829,9586,2199,34147,12480,8348,8994,30157,1209,19368,47370,0,23364,40726,10722,37492,37200,55139,14551,4791,42246,29046,9348,3606,5854,13291,2830,1163,7200,1268,33,17651,2067,6594,2776,10840,935,8974,1968,13686,1335,1333,199,8180,4691,6381,7246,5010,846,1121,2749,3195,569,54,5743,7066,0,3115,1863,893,742,192,2054,3121,616,1058,3237,2913,2893,5307,1964,3798,2443,638,946,1290,1738,1084,526,1581,1127,658,1561,1098,96,875,832,637,291,846,284,0,116,345,232,399,119,0,335,183,0,265,140,139,127,89,25,24,0,18,0,23,21,25,17,1,
28-08-2020,2118367,2648998,3158783,796498,73501,0.0,241809,206902,150376.0,214186,429608,280165,479770,44785,318270,57051,429662,533935,7.0,120900,17497,18360,37056,379452,164874,0,196836,279937,134474,43049,34800,91051,0.0,41556,287403,22594,0,3759,1367,20242,64602,1196,53691,33461,95311,6809,59861,11231,69887,4260,2225,65285,14664,37264,54914,95888,14,75320,115017,24156,60534,3804,0,70419,1522,1816,79608,17415,10076,2236,34972,12733,8595,9030,30436,1310,19434,47760,0,23364,41017,10933,37726,37873,55337,14765,4923,42392,29059,9348,3731,5909,13570,2842,1163,7200,1288,33,17651,2076,6603,2789,10945,935,9091,2055,13709,1028,1352,199,8282,4873,6407,7276,5043,888,1186,2807,3222,584,93,5743,7187,0,3210,1866,902,755,628,2055,3143,633,1058,3242,2913,2971,5307,1964,3884,2443,743,981,1290,1738,1085,526,1581,1127,658,1568,1107,96,878,832,663,291,848,284,0,116,345,232,399,120,0,335,183,0,265,141,139,127,89,25,24,0,18,0,23,21,25,17,1,
29-08-2020,2140614,2713933,3202185,802365,73279,0.0,242812,208224,150376.0,214790,440562,287220,484283,45536,319847,58156,438017,536694,7.0,122802,17541,18403,37388,381183,169020,0,198863,280340,135101,44618,35200,92104,0.0,41766,288441,22866,0,3759,1447,20555,65119,1196,54883,33576,95429,7024,60202,11253,70207,4484,2254,66320,15737,37563,56749,96135,14,75993,115251,25139,61163,3804,0,71302,1536,1833,79608,18116,10156,2268,36175,12858,8854,9038,30717,1333,19590,48275,0,23364,41314,11014,37973,38250,55447,14903,5020,42581,29063,9348,3839,5942,13799,2849,1163,7200,1288,33,17651,2086,6612,2817,11092,935,9233,2078,13753,1041,1364,199,8282,4925,6407,7309,5056,890,1244,2855,3273,599,115,5743,7187,0,3359,1904,902,782,894,2121,3143,636,1058,3242,2913,2991,5314,1979,3884,2481,751,990,1290,1738,1085,526,1591,1127,658,1570,1113,97,878,872,677,295,848,284,0,116,357,232,399,135,0,335,183,0,265,141,139,127,89,25,24,0,18,0,23,21,25,17,1,
30-08-2020,2153939,2774801,3237615,804941,73279,0.0,243839,208536,150376.0,215283,450609,294007,489724,46192,321421,58775,446675,538604,7.0,124185,17547,18415,37665,382584,172880,0,201907,280547,157403,46355,35800,92796,0.0,41885,289667,23070,0,3759,1468,20822,65747,1221,55700,33703,101620,7212,60600,11313,70452,4693,2278,66776,15737,37650,58497,96297,14,76650,115430,25139,61681,3804,0,72120,1562,1837,80459,18382,10242,2283,37091,12961,9146,9048,30978,1410,19688,48654,0,23364,41513,11062,38198,38655,55586,14973,5139,42777,29089,9348,3963,5967,14013,2860,1163,7200,1288,33,17651,2088,6612,2929,11454,935,9388,2100,13802,1063,1378,224,8387,5036,6430,7309,5061,890,1313,2867,3327,614,117,5828,7187,0,3478,1918,902,782,672,2169,3147,687,1058,3252,2913,3073,5319,1990,3884,2481,1032,996,1290,1738,1085,528,1594,1127,658,1585,1123,97,878,872,695,295,851,284,0,116,357,232,399,140,0,335,183,0,265,145,139,127,91,25,24,0,18,0,23,21,25,17,1,
31-08-2020,2184825,2839882,3268591,807339,73537,0.0,244926,207653,150376.0,216795,459460,301195,496222,46638,323233,59162,455457,540923,7.0,125959,17807,18422,37869,383879,176602,0,204887,280682,157562,47595,36100,95009,0.0,41961,290796,23226,0,3761,1508,21410,66173,1240,56338,33847,101669,7434,60931,11483,70468,4811,2377,68082,16056,37722,60408,96297,14,77224,115667,25872,62068,3804,0,72929,1573,1840,80810,18994,10396,2296,38112,13095,9421,9054,31244,1459,19893,49047,0,23364,41638,11157,38459,39275,55658,15198,5214,42963,29089,9348,4021,5984,14292,2868,1163,7200,1288,33,17651,2088,6612,3327,11469,1139,9439,2170,13832,1071,1409,224,8447,5155,6464,7376,5221,890,1400,2916,3378,629,173,5828,7264,0,3529,2013,908,801,676,2169,3160,718,1058,3274,2913,3140,5323,1997,3884,2481,1032,1005,1290,1738,1088,528,1594,1127,660,1598,1131,97,880,872,707,295,851,284,0,116,357,232,399,142,0,335,183,0,266,146,139,127,91,25,24,0,18,0,23,21,25,17,1,
01-09-2020,2202663,2901908,3345240,813603,73727,0.0,245929,207944,150376.0,218403,469552,308376,501722,47030,325124,59904,471599,549993,7.0,128057,18116,18457,38454,385790,180473,0,208177,280970,158012,48922,36300,96214,0.0,42104,291514,23565,0,3821,1564,22178,66974,1253,57503,33977,101723,7735,61491,11615,70606,4988,2478,68736,16270,38356,62124,97371,14,77657,115895,25872,62935,6486,0,73828,1624,1857,81024,19487,10430,2323,39027,13435,9721,9075,31493,1676,20211,49395,0,23364,42010,11525,38649,39538,55749,15356,5441,43121,29231,9348,4058,5990,14570,2879,1173,7200,1489,33,17651,2112,6612,3379,11479,1139,9484,2170,13915,1084,1419,493,8527,5265,6464,7413,5241,890,1453,3423,3395,646,213,5828,7264,0,3562,2044,908,801,685,2178,3420,742,1075,3274,2913,3171,5327,2007,3884,2481,1032,1035,1290,1738,1088,528,1594,1127,660,1606,1160,97,884,1158,735,296,853,284,0,116,357,232,410,142,0,335,183,0,266,146,139,127,91,26,24,0,18,0,23,21,25,17,4,
02-09-2020,2231757,2970492,3387309,819043,73946,0.0,246876,208201,150376.0,219904,479567,315530,504541,47865,326801,60943,480177,553456,7.0,129971,18326,18490,38701,387683,184205,0,211016,281925,158610,50357,36500,97234,0.0,42233,292510,23820,0,3903,1610,23290,67487,1270,58108,34116,101867,7968,62029,11760,70900,5195,2523,69519,16512,38631,64074,97371,14,78209,116111,26189,63688,6486,0,74626,1628,1874,81024,19903,11147,2359,39912,13626,9981,9079,31746,1746,20211,49645,0,23364,42439,11741,38895,39664,55891,15529,5582,43478,29315,9348,4104,6015,14879,2883,1173,7350,1528,33,17651,2130,6612,3454,11494,1139,9506,2170,13965,1115,1433,493,8527,5338,6548,7447,5250,898,1490,3460,3458,661,240,5870,7335,0,3585,2071,909,849,691,2185,3500,779,1075,3277,2913,3272,5327,2016,4390,2481,1032,1055,1290,1738,1088,528,1600,1127,660,1622,1175,97,904,1162,746,296,855,284,0,91,357,232,410,144,0,335,183,0,271,149,139,127,91,26,24,0,18,0,23,21,25,17,4,
03-09-2020,2266957,3037151,3429435,824783,74156,0.0,248087,208490,150376.0,221525,489151,322461,510626,48593,328595,61828,480177,554887,7.0,132055,18663,18513,39275,389409,187757,0,213980,282268,159475,51223,36500,98645,0.0,42427,293964,24171,0,3930,1648,24207,68198,1279,58200,34264,102051,8266,62668,11935,71205,5338,2617,70871,17855,38855,65884,98585,14,78791,116313,27017,64399,6486,0,75415,1681,1901,81828,20283,11618,2402,40574,14120,10251,9083,32006,1856,20644,50013,0,23364,42627,11965,39174,40081,56028,15783,5732,43577,29390,9348,4164,6074,15119,2883,1187,7350,1532,33,18448,2150,6612,3483,11562,1139,9553,2370,14031,1144,1437,493,8726,5483,6588,7482,5263,921,1528,3502,3474,681,240,5870,7335,0,3789,2163,909,893,700,2203,3516,805,1075,3277,2913,3318,5327,2023,4390,2481,1075,1071,1290,1738,1091,528,1600,1127,660,1630,1180,97,908,1163,755,296,857,295,0,94,357,232,410,150,0,335,183,0,272,150,139,127,91,26,24,0,18,0,23,21,25,17,4,
04-09-2020,2283454,3107223,3464278,830532,74377,0.0,249108,209027,150376.0,222802,498221,331621,514663,49820,330308,62828,498523,557818,7.0,134181,19027,18534,39626,391248,191368,0,216191,282553,160549,52483,36500,100357,0.0,42576,295063,24513,0,3944,1676,25561,68742,1294,60093,34419,102200,8530,63158,12046,71510,5592,2693,70871,18053,39257,67844,98585,14,79417,116538,27017,65029,6486,0,76305,1699,1920,81828,20612,12347,2440,41249,14476,10523,9092,32259,1910,21059,50323,0,23364,42816,12054,39389,40392,56174,16009,5882,43693,29713,9348,4203,6126,15347,2907,1187,7350,1564,33,18448,2157,6612,3611,11572,1139,9723,2511,14075,1167,1446,493,8832,5642,6623,7515,5345,922,1565,3562,3487,698,271,5870,7424,0,3844,2191,928,893,707,2220,3533,805,1098,3277,2913,3366,5327,2029,4413,2696,1295,1079,1290,1738,1091,528,1602,1127,660,1631,1194,97,914,1163,772,296,859,295,0,97,357,232,410,150,0,335,183,0,272,153,139,127,91,26,24,0,18,0,23,21,25,17,5,
05-09-2020,2302187,3180865,3498999,835884,73866,0.0,250092,209610,150376.0,223570,507770,340381,518844,52346,332131,63891,498523,561204,7.0,136401,19039,18555,40028,392967,195259,0,217852,282553,161668,53929,37100,101481,0.0,42793,295842,24828,0,3952,1700,27127,69223,1302,61099,34565,102304,8771,63652,12132,71843,5868,2797,71901,18211,39823,69566,99018,14,79903,116780,27799,65595,6486,0,77208,1701,1952,81828,20776,13115,2483,42006,14636,10810,9113,32481,2025,21158,50645,0,23364,42922,12149,39599,40774,56267,16146,5976,43693,30082,9348,4224,6126,15587,2918,1187,7350,1564,33,18448,2165,6725,3643,11668,1237,9851,2579,14113,1192,1459,493,8832,5822,6658,7549,5345,950,1601,3611,3570,715,287,5933,7424,0,3903,2199,928,948,717,2233,3551,921,1098,3281,2913,3426,5327,2038,4413,2696,1315,1094,1290,1793,1091,528,1602,1127,660,1632,1197,97,914,1163,805,296,859,295,0,102,357,232,410,150,0,335,183,0,272,154,139,127,91,26,24,0,18,0,24,21,25,17,5,
06-09-2020,2315995,3250429,3522155,838680,73866,0.0,251105,210015,150376.0,224215,518229,349132,524669,54256,333900,64496,506422,563891,7.0,138575,19053,18565,40307,394399,198560,0,221275,286016,184687,55274,37100,102477,0.0,42953,296737,25043,0,3958,1756,28941,69661,1310,61730,34705,102304,9008,66095,12157,71864,6139,2802,72567,18211,40089,71489,99654,14,80521,116998,27799,66131,6486,0,78108,1752,1954,82406,21307,13418,2483,42006,14709,11133,9115,32745,2081,21230,50946,0,23364,43013,12235,39826,41225,56333,16297,6106,43693,30537,9348,4231,6126,15815,2925,1187,7350,1564,33,18448,2170,6730,3786,11674,1237,9922,2615,14139,1198,1459,493,8928,5936,6669,7581,5345,958,1627,3628,3590,730,287,5933,7424,0,3951,2235,928,948,724,2238,3551,954,1103,3281,2913,3494,5327,2050,4413,2696,1315,1106,1290,1793,1091,528,1611,1127,660,1634,1200,97,918,1182,815,296,859,295,0,102,357,232,410,150,0,335,183,0,272,154,139,127,91,26,24,0,18,0,24,21,25,17,5,
07-09-2020,2333551,3323950,3549201,840997,74223,0.0,252152,210238,150376.0,225704,529279,357388,531334,55113,335572,64886,522251,566555,7.0,140652,19855,18576,40454,395717,202859,0,224573,286157,184906,56096,37700,105455,0.0,43016,297623,25300,0,3961,1817,30677,70247,1315,62190,34837,91242,9266,66533,12189,71883,6430,2836,73228,19083,40121,73150,99893,14,81037,117241,27799,66584,6486,0,79008,1788,1955,82805,21789,13828,2530,43753,14830,11524,9124,32985,2126,21310,51240,0,23364,43231,12486,39960,41531,56408,16636,6186,43801,30557,9348,4272,6126,16137,2926,1187,7350,1741,33,18448,2176,6730,3806,11748,1237,10037,2697,14184,1215,1466,493,8956,6052,6681,7616,5455,974,1690,3790,3642,744,314,5991,7533,0,4029,2271,934,976,734,2246,3590,962,1112,3284,2913,3544,5327,2057,4454,2696,1315,1114,1290,1793,1091,528,1611,1127,660,1635,1201,97,919,1190,853,296,859,295,0,102,374,232,410,151,0,335,183,0,273,154,139,127,91,26,24,0,18,0,24,21,25,17,5,
08-09-2020,2359111,3398844,3572421,847746,74569,0.0,253245,210801,150376.0,227379,541462,366590,535141,55910,337414,65849,522251,567729,7.0,142958,20139,18602,40838,397730,206324,0,227809,286506,185178,57239,37700,107003,0.0,43146,298246,25629,0,3972,1885,32964,70751,1321,62936,34965,91242,9553,66943,12297,71916,6722,2913,73795,19285,40592,75098,99893,14,81654,117497,28578,67462,7262,0,79886,1862,1994,82973,22677,14273,2533,44435,15172,11920,9136,33183,2247,21483,51574,0,23364,43334,12700,40092,41594,56461,17023,6239,43898,30715,9348,4312,6266,16462,2935,1187,7350,1817,33,18448,2195,6730,3981,11787,1237,10037,2715,14219,1215,1476,493,9009,6157,6681,7650,5477,992,1729,3851,3700,760,321,5991,7533,0,4059,2307,934,976,743,2258,3630,1030,1112,3286,2913,3595,5327,2060,4454,2738,1424,1127,1290,1793,1099,528,1613,1127,660,1639,1203,97,927,1194,868,296,859,295,0,107,374,232,415,153,0,335,183,0,273,156,139,127,91,26,24,0,18,0,24,21,25,17,5,
09-09-2020,2387479,3471783,3611632,854069,74867,0.0,254188,211272,150376.0,228784,552885,382490,538514,57135,339111,67092,536959,569935,7.0,145200,20374,18635,41002,399555,209993,0,230804,287658,185543,59723,38100,108354,0.0,43284,298966,25764,0,3984,1919,33882,71419,1325,63734,35119,91242,9833,67359,12474,71999,7024,2947,74305,19544,41023,77216,100248,14,82222,117746,28962,68308,7262,0,80689,1862,2008,83115,23054,15064,2587,45318,15208,12309,9143,33379,2329,21557,51819,0,23364,43610,12754,40336,42212,56492,17360,6284,44188,31048,9348,4350,6292,16786,2946,1234,7500,1876,33,18448,2213,6730,4640,11839,1237,10176,2763,14243,1245,1478,493,9068,6288,6701,7683,5542,1019,1760,3915,3727,780,326,5991,7618,0,4077,2325,938,1183,749,2267,3630,1045,1118,3310,2913,3622,5327,2067,4479,2738,1460,1144,1290,1793,1099,528,1622,1127,662,1648,1209,105,931,1194,890,298,862,295,0,107,374,232,415,155,0,335,183,0,273,156,139,127,91,26,24,0,18,0,24,21,25,17,5,
10-09-2020,2403511,3542663,3657701,859961,74991,0.0,255407,211885,150376.0,230283,569479,390098,541804,58069,340842,68289,536959,573003,7.0,147510,20787,18659,41010,401356,213817,0,233550,288206,186058,61850,38100,109942,0.0,43441,299998,26043,0,3990,1981,35700,72203,1334,64489,35269,91242,10142,67945,12619,72203,7312,3001,75034,20322,41233,79483,100409,14,83040,117978,28962,68927,7262,0,81597,1862,2030,83325,23640,15577,2620,46125,15273,12729,9167,33562,2420,22047,52284,0,23364,43810,12896,40487,42509,56558,17616,6346,44188,31129,9348,4393,6367,17106,2955,1248,7500,1998,33,18837,2223,6730,4767,11899,1237,10207,2857,14295,1277,1484,546,9100,6559,6758,7714,5635,1019,1803,3993,3779,797,326,5991,7618,0,4103,2352,938,1183,755,2269,3683,1088,1123,3312,2913,3706,5327,2072,4479,2738,1460,1145,1290,1793,1099,528,1622,1127,662,1655,1211,105,932,1194,893,298,866,304,0,107,374,232,415,155,0,335,183,0,274,157,139,127,91,26,24,0,18,0,24,21,25,17,5,
11-09-2020,2417878,3624196,3695158,865646,75308,0.0,256524,212432,150376.0,231349,582694,400121,547088,58848,342539,69466,544745,574587,7.0,150217,21140,18689,41010,403064,217396,0,236024,288536,186606,64194,38100,111728,0.0,43644,300933,26257,0,4014,2084,36672,72858,1354,65244,35440,91242,10466,68462,12750,72369,7312,3081,75747,20710,41434,81240,100409,14,83660,118199,30437,69703,7262,0,82473,1956,2049,83325,24024,16613,2662,46960,15672,13181,9181,33723,2506,22442,52776,0,23364,43998,12994,40631,42857,56607,18029,6443,44267,31154,10371,4460,6367,17433,2969,1248,7500,1998,33,18837,2233,6731,4898,11899,1237,10350,2899,14320,1288,1490,546,9189,6846,6786,7747,5660,1019,1833,4076,3844,812,404,6120,7706,0,4165,2450,943,1220,762,2271,3720,1144,1127,3312,2913,3747,5327,2079,4490,2791,1582,1166,1290,1793,1100,528,1622,1127,662,1663,1211,105,934,1199,902,298,866,304,0,123,374,232,415,158,0,335,183,0,274,158,139,136,91,26,24,0,18,0,24,21,25,17,5,
12-09-2020,2434658,3702595,3723206,871000,75308,0.0,257731,213191,150376.0,231953,592820,409771,551113,59725,344516,70881,559321,576423,7.0,152458,21205,18709,42811,404919,221283,0,238271,289429,187116,65867,38500,113496,0.0,43894,301836,26579,0,4058,2156,37524,73476,1363,65934,35607,91242,10721,68983,12758,72547,7936,3114,76531,20928,41605,82796,100615,14,84404,118475,30437,70403,7262,0,83261,1991,2070,83325,24493,17760,2699,47729,15922,13679,9189,33875,12100,22771,53192,0,23364,44088,13128,40779,43359,56699,18226,6494,44342,31234,10371,4491,6421,17874,2983,1248,7500,1998,33,18837,2252,6731,5811,12007,1281,10373,2905,14349,1289,1502,546,9251,7055,6804,7782,5675,1072,1850,4104,3878,827,458,6120,7706,0,4188,2544,943,1319,766,2276,3724,1191,1127,3312,2913,3788,5327,2085,4490,2791,1617,1189,1290,1793,1100,528,1634,1127,662,1676,1211,105,938,1210,910,298,866,304,0,123,374,232,415,159,0,335,183,0,274,158,139,136,91,26,24,0,18,0,24,21,25,17,5,
13-09-2020,2451406,3780107,3723206,873684,75308,0.0,258833,213634,150376.0,232541,599385,419513,557381,60659,346242,71434,559321,577906,7.0,155010,21294,18723,43025,406326,224705,0,240643,289806,207568,67528,38900,114998,0.0,44069,302870,26760,0,4069,2206,38697,74107,1369,66524,35756,97063,10899,69451,12767,72584,8334,3124,77182,20928,41659,84286,100627,14,84995,118682,30437,70927,7262,0,84161,1991,2070,83771,24983,17873,2730,48644,16038,14288,9196,34037,12183,23067,53681,0,23364,44152,13184,40922,43866,56764,18489,6569,44342,31638,10371,4507,6421,18397,2996,1248,7500,2256,33,18837,2256,6757,6543,12260,1281,10520,2960,14368,1301,1513,546,9292,7326,6825,7816,5678,1149,1872,4119,3930,842,492,6120,7706,0,4229,2556,943,1319,772,2285,3731,1215,1135,3312,2913,3850,5330,2092,4490,2803,1723,1190,1290,1942,1104,528,1636,1127,662,1678,1212,105,938,1210,918,300,870,304,0,128,374,232,415,161,0,335,183,0,274,164,139,136,91,26,24,0,18,0,24,21,25,17,5,
14-09-2020,2474570,3859399,3770138,876152,75139,0.0,260058,213950,150376.0,234017,606925,428953,564053,61097,348013,72091,566796,579289,7.0,158405,22020,18737,43244,407725,229132,0,243155,290261,207504,68970,39600,118570,0.0,44185,303930,27010,0,4117,2255,39576,74782,1369,66901,35860,97063,11151,69981,12930,72609,8765,3129,77790,21206,41693,85198,100627,14,85501,118931,30437,71352,7262,0,84969,2175,2071,83928,25333,18487,2730,49371,16166,14814,9203,34204,12762,23243,54204,0,23364,44337,13315,41023,44375,56802,18878,6615,44679,32073,10371,4589,6555,18924,3005,1248,7500,2317,33,18837,2256,6759,6693,12380,1282,10563,3024,14411,1324,1528,575,9352,7536,6835,7853,5690,1161,1890,4240,4040,858,540,6120,7785,0,4374,2736,945,1391,787,2289,3742,1265,1137,3312,2913,3935,5331,2095,4496,2803,1723,1204,1290,1942,1104,528,1636,1127,662,1694,1215,105,940,1213,926,301,870,304,0,132,374,232,427,161,0,335,183,0,274,165,139,136,91,26,24,0,18,0,24,22,26,17,5,
15-09-2020,2495127,3942360,3811505,881693,75477,0.0,261260,214645,150376.0,235112,607978,438883,569546,61548,349984,73422,573364,583126,7.0,161065,22613,18789,43244,409944,233346,0,245594,290760,207352,71047,39900,120727,0.0,44362,305022,27354,0,4130,2311,40638,75592,1369,66901,35998,97063,11412,70635,13057,72661,9216,3214,78387,21536,41941,86216,101267,14,86219,119144,32293,71983,8846,0,85745,2262,2094,84113,25988,18487,2789,50361,16701,15261,9209,34385,13252,23364,54831,0,23364,44430,13418,41103,44942,56884,19310,6668,44797,32098,10371,4692,6561,19450,3016,1248,7500,2333,33,18837,2286,6759,7358,12590,1282,10692,3181,14452,1332,1545,575,9444,7729,6839,7896,5783,1163,1931,4294,4119,871,663,6181,7785,0,4401,2767,945,1482,798,2302,3762,1302,1141,3316,2913,3996,5331,2102,4496,2812,1737,1219,1290,1942,1104,687,1640,1127,663,1698,1219,105,944,1214,931,301,871,304,0,133,374,232,446,175,0,338,183,0,274,169,139,136,91,26,24,0,18,0,24,22,26,17,5,
16-09-2020,2525573,4025079,3845464,887457,75921,0.0,262602,215265,150376.0,236623,610078,448263,574203,62110,352019,74981,580753,584195,17.0,164101,22931,18810,43244,411853,237241,0,247969,291169,207858,72968,39900,123219,0.0,44528,306004,27655,0,4153,2349,41706,76787,1412,68110,36149,97063,11690,71456,13241,72810,9634,3220,78891,21752,42069,87031,101455,14,87187,119400,32732,72562,8846,0,86549,2309,2125,84363,26665,19983,2844,51274,16990,15740,9235,34517,13498,23364,55444,0,23364,47872,13550,41210,45422,56955,19543,6733,44797,32503,10371,4764,6593,19960,3021,1248,7700,2404,33,18837,2318,6759,7502,12869,1282,10756,3267,14482,1401,1559,575,9612,7903,6844,7941,5823,1180,1953,4430,4131,889,696,6258,7827,0,4418,2789,1054,1533,810,2311,3764,1302,1162,3325,2913,4089,5333,2104,4496,2812,1851,1230,1290,1942,1104,687,1646,1127,663,1707,1221,105,960,1214,936,301,871,305,0,137,374,232,446,175,0,338,183,0,274,171,139,136,91,26,24,0,18,0,24,22,26,17,5,
17-09-2020,2540334,4112551,3873934,893145,75880,0.0,263745,215954,150376.0,238437,615457,456347,579145,62725,353848,76636,594513,585303,17.0,166686,23377,18854,43244,413928,241100,0,250412,291683,208096,74930,39900,126329,0.0,44794,307207,28044,0,4227,2415,42949,77881,1422,68827,36289,97063,11933,72117,13391,72967,10217,3288,79363,22662,42231,87716,101610,14,87911,119613,33239,73260,8846,0,87158,2342,2149,84648,27085,20677,2897,52564,17219,16313,9250,34675,13908,23611,56087,0,23364,48092,13635,41317,45970,57039,19771,6788,44896,32505,10371,4892,6641,20392,3043,1248,7700,2489,33,18837,2337,6759,7685,13029,1282,10923,3393,14547,1405,1582,624,9612,8033,6865,7988,5841,1225,1978,4465,4230,903,742,6315,7827,0,4439,2817,1054,1626,1469,2311,4000,1302,1166,3328,2913,4160,5333,2112,4509,2812,1951,1243,1290,1950,1104,687,1646,1127,663,1714,1221,108,962,1214,940,302,873,305,0,147,374,232,449,175,0,338,183,0,274,171,141,136,91,26,24,0,18,0,26,22,26,17,5,
18-09-2020,2556465,4208431,3897539,898420,76583,0.0,264805,216807,150376.0,239654,615457,467286,582109,63312,355505,78273,594513,586844,17.0,170774,23858,18908,88235,415981,245305,0,252335,292044,208790,76690,40500,130024,0.0,45053,308352,28451,0,4240,2511,43820,79093,1435,69468,36424,97063,12169,72790,13510,73098,10739,3390,80179,23160,42369,88457,101822,14,88776,119822,33734,73748,8846,0,87958,2342,2181,84648,27638,21149,2939,54218,17365,16921,9264,34818,14207,23709,56700,0,23364,48305,13732,41415,46527,57071,19970,6831,44973,32576,10371,4997,6703,20825,3060,1248,7700,2544,33,19124,2357,6759,7947,13207,1282,11051,3502,14587,1443,1603,624,9660,8077,6882,8026,5883,1264,1996,4548,4249,918,812,6363,7848,0,4478,2845,1164,1626,1586,2332,4026,1314,1173,3328,2913,4280,5333,2112,4509,2812,1973,1251,1290,1950,1104,754,1649,1127,669,1719,1221,108,966,1214,941,302,873,305,0,152,374,232,449,182,0,338,183,0,274,172,141,136,92,26,24,0,18,0,26,22,26,17,5,
