Dates,USA,India,Brazil,Russia,France,UK,Turkey,Italy,Spain,Germany,Colombia,Argentina,Mexico,Poland,Iran,Ukraine,Peru,South Africa,Netherlands,Indonesia,Czechia,Belgium,Romania,Chile,Iraq,Canada,Bangladesh,Pakistan,Philippines,Morocco,Switzerland,Israel,Sweden,Portugal,Saudi Arabia,Austria,Serbia,Hungary,Jordan,Nepal,Panama,Georgia,Japan,Azerbaijan,Ecuador,Croatia,UAE,Bulgaria,Belarus,Lebanon,Slovakia,Dominican Republic,Costa Rica,Armenia,Bolivia,Kazakhstan,Denmark,Kuwait,Qatar,Moldova,Guatemala,Greece,Palestine,Egypt,Tunisia,Lithuania,Oman,Ethiopia,Honduras,Slovenia,Venezuela,Bosnia and Herzegovina,Paraguay,Malaysia,Algeria,Libya,Kenya,Bahrain,China,Ireland,Nigeria,North Macedonia,Kyrgyzstan,Uzbekistan,Singapore,S. Korea,Albania,Ghana,Afghanistan,Norway,Montenegro,Luxembourg,El Salvador,Sri Lanka,Latvia,Finland,Uganda,Australia,Cameroon,Estonia,Sudan,Namibia,Zambia,Cyprus,Senegal,Mozambique,Madagascar,Angola,Uruguay,Botswana,Guinea,Maldives,Mauritania,Tajikistan,Zimbabwe,Jamaica,Malta,Cabo Verde,Cuba,Syria,Belize,Haiti,Gabon,Hong Kong,Eswatini,Rwanda,Andorra,Bahamas,Trinidad and Tobago,Mali,Malawi,Guyana,Burkina Faso,Thailand,Nicaragua,Suriname,Djibouti,Iceland,Equatorial Guinea,Somalia,Gambia,Togo,South Sudan,Benin,Niger,Lesotho,Sierra Leone,Guinea-Bissau,San Marino,New Zealand,Yemen,Liechtenstein,Chad,Liberia,Vietnam,Mongolia,Sao Tome and Principe,Eritrea,Saint Martin,Monaco,Burundi,Papua New Guinea,Comoros,Bhutan,Faeroe Islands,Mauritius,Tanzania,Isle of Man,Cambodia,Barbados,Saint Lucia,Seychelles,Antigua and Barbuda,Brunei,Grenada,St. Vincent Grenadines,Dominica,British Virgin Islands,Fiji,Laos,Timor-Leste,Saint Kitts and Nevis,Solomon Islands,Western Sahara,Marshall Islands,Vanuatu
03-08-2020,4698864,1855745,2750318,854641,212884,305623,233851,248229,297054,212111,327850,206743,443813,47469,312035,74781,433100,516862,13,113134,17008,70314,54009,361493,131886,41391,242102,280461,106330,26196,35616,74430,77582,51569,280093,21385,26451,4544,1218,20750,68456,1179,40099,32684,87041,5294,61163,12159,68166,5062,2354,73117,19402,39102,81846,93820,14,68299,111322,25482,51542,4737,0,94640,1565,2120,79159,19289,43794,2181,20754,12462,5724,9001,31972,4063,22597,41835,0,26208,44129,11128,37129,26066,53051,14423,5620,37812,36747,9334,3301,6864,17843,2828,1246,7466,1195,33,17255,2080,11738,2406,6580,1155,10386,1973,11660,1280,1291,804,7364,4293,6382,7538,4075,905,874,2583,2670,847,57,7511,7646,0,2838,2092,937,679,182,2543,4272,474,1150,3320,3672,1893,5240,1915,4821,3220,498,976,2429,1805,1152,718,1848,1981,699,1567,1734,89,936,1214,652,293,874,282,0,121,395,111,386,103,0,344,509,0,240,132,141,114,92,25,24,0,18,0,27,20,24,17,4,5,0,1
04-08-2020,4756107,1908254,2801921,859762,216193,306293,234934,248419,302814,212828,334979,213535,449961,48149,314786,75880,439890,521318,13,115056,17286,70648,55241,362962,134722,41495,244020,280461,112593,27217,35746,76198,77916,51681,281456,21481,26738,4553,1224,21009,69424,1182,41347,32910,87963,5318,61352,12414,68250,5062,2368,74295,19837,39298,83361,94882,14,68774,111538,25814,52365,4855,0,94752,1584,2137,79159,19877,44299,2190,21438,12856,5852,9002,32504,4224,23202,42132,0,26253,44433,11202,37541,27047,53346,14456,5750,37812,36782,9362,3361,6917,18262,2834,1249,7483,1203,33,17718,2091,11780,2470,6793,1180,10432,2029,11895,1344,1300,804,7489,4446,6418,7583,4221,920,890,2631,2701,892,57,7511,7646,0,2856,2099,939,715,194,2543,4361,497,1153,3321,3902,1981,5248,1918,4821,3220,671,988,2437,1914,1152,726,1855,1981,699,1569,1760,89,938,1216,672,293,875,282,0,123,395,114,388,105,0,344,509,0,243,132,141,114,92,25,24,0,18,0,27,20,25,17,4,5,0,1
05-08-2020,4809708,1964536,2859073,864948,216106,307184,236112,248803,305767,214113,345714,220682,456100,48789,317483,77169,447624,529877,13,116871,17529,71158,56550,364723,137556,41560,246674,281136,115980,28500,35927,77919,78341,51848,282824,21566,27033,4564,1231,21390,70231,1197,42686,33103,88866,5376,61606,12717,68376,5417,2417,75660,20417,39586,85141,95942,14,69425,111805,26222,53509,4974,0,94875,1601,2147,80286,20336,45098,2208,22299,13138,6060,9023,33055,4475,23873,42514,0,26303,44890,11289,38110,27793,54254,14499,5889,39075,36829,9409,3411,7007,18701,2839,1257,7512,1213,33,17718,2113,11780,2540,7022,1195,10538,2079,12222,1395,1309,804,7575,4594,6444,7625,4221,928,926,2689,2726,944,86,7544,7787,0,2909,2104,939,751,199,2546,4426,509,1153,3328,3902,2050,5330,1926,4821,3227,799,1001,2437,1936,1152,726,1860,2032,699,1569,1763,89,939,1221,717,293,878,282,0,125,395,153,388,105,0,344,509,0,243,133,141,126,92,25,24,0,18,0,27,20,25,17,4,5,0,1
06-08-2020,4869216,2027074,2912212,870187,218763,308134,237265,249204,309855,215039,357710,228195,462690,49515,320117,78515,455409,538184,13,118753,17731,72016,57895,366671,140603,41635,249651,281863,119460,29644,36108,79559,78719,52061,284226,21696,27332,4597,1232,21750,71418,1206,44167,33247,90537,5404,61845,13014,68503,5672,2480,76536,21070,39819,86423,96922,14,70045,112092,26628,54339,5123,0,95006,1642,2171,80713,20900,45755,2223,23280,13396,6375,9038,33626,4879,24411,42889,0,26372,45244,11399,38659,28315,54555,14519,6016,39642,36896,9468,3480,7073,19126,2839,1275,7532,1223,33,17718,2124,11780,2652,7164,1208,10715,2120,12526,1483,1318,804,7664,4680,6444,7665,4339,958,946,2734,2775,999,114,7582,7787,0,2968,2111,944,761,210,2552,4491,538,1158,3330,3902,2096,5330,1932,4821,3227,935,1012,2450,1936,1153,742,1877,2032,699,1569,1768,89,942,1224,750,293,878,282,0,125,400,163,396,108,0,344,509,0,243,133,141,126,92,25,24,0,18,0,27,20,25,17,4,5,0,1
07-08-2020,4927217,2088611,2962442,875378,222477,309005,238450,249756,314362,216196,367204,235677,469407,50324,322567,80018,463875,545476,13,121226,18060,72784,59273,368825,144064,41815,252502,282645,122754,30662,36269,80991,79099,52351,285793,21837,27608,4621,1237,22214,72560,1213,45764,33376,91969,5466,62061,13209,68614,5951,2523,77709,22081,39985,87891,97829,14,70727,112383,26990,55270,5270,0,95147,1656,2194,81067,21452,46365,2233,24166,13687,6508,9063,34155,5079,25138,43307,0,26470,45687,11554,39162,29057,54797,14562,6151,40097,37015,9551,3549,7113,19544,2839,1281,7554,1254,33,17718,2133,11894,2802,7486,1222,10887,2213,12708,1538,1325,804,7777,4769,6498,7706,4451,987,995,2780,2829,1060,114,7599,7923,0,3036,2128,955,830,225,2561,4575,538,1158,3345,3902,2203,5338,1952,4821,3227,1090,1028,2450,1936,1153,742,1887,2032,699,1569,1796,89,942,1230,789,293,878,285,0,128,400,188,396,108,0,344,509,0,246,138,142,126,92,25,24,0,18,0,27,20,25,17,4,5,0,1
08-08-2020,4982522,2153010,3012412,880563,222408,309763,239622,250103,314362,216903,376870,241811,475902,51167,324692,81534,463875,553188,13,123503,18235,73401,60623,371023,147389,41894,255113,283487,126885,32007,36451,82324,79359,52537,287262,21919,27863,4653,1246,22592,73651,1216,47342,33481,93572,5543,62300,13343,68738,6223,2566,78778,22802,40185,89055,98701,14,71199,112650,27443,56189,5421,0,95314,1678,2231,81357,22253,46973,2247,24961,13687,6705,9070,34693,5232,25837,43629,0,26644,46140,11754,39571,29652,54929,14598,6275,40533,37054,9599,3588,7169,19978,2841,1288,7568,1267,33,18042,2147,11894,2802,7903,1233,11003,2241,12922,1572,1335,804,7875,4898,6510,7706,4575,1003,1035,2835,2888,1125,146,7611,7923,0,3128,2134,955,878,275,2565,4624,554,1175,3348,3902,2306,5338,1955,4821,3227,1090,1046,2463,1936,1157,742,1895,2052,699,1569,1797,89,942,1234,812,293,878,285,0,131,405,188,399,108,0,344,509,0,248,138,142,126,92,25,24,0,18,0,27,20,25,17,4,5,0,1
09-08-2020,5028311,2215074,3035422,885718,222402,310825,240804,250566,314362,217288,387481,246499,480278,51791,326712,82767,478024,559859,13,125396,18353,74152,61768,373056,150115,41962,257600,284121,129913,33237,36603,83002,79432,52668,288690,22033,28099,4696,1252,22972,74492,1225,48782,33568,94459,5604,62525,13396,68850,6517,2596,79732,23286,40410,89999,99442,14,71713,112947,27660,56605,5623,0,95492,1697,2252,81580,22818,47454,2249,25805,13687,6907,9083,35160,5451,26436,44011,0,26712,46577,11839,39919,30609,55104,14626,6411,41003,37054,9638,3618,7205,20423,2844,1290,7584,1283,33,18042,2152,11956,2949,8085,1242,11175,2269,13086,1672,1353,804,7930,5041,6523,7745,4649,1023,1089,2858,2953,1188,153,7634,7923,0,3236,2140,955,898,279,2567,4658,568,1175,3351,3902,2391,5344,1958,4821,3227,1235,1060,2470,1936,1158,742,1916,2052,699,1569,1804,89,944,1237,841,293,878,285,0,133,408,214,399,110,0,344,509,0,251,142,142,126,92,25,24,0,18,0,27,20,25,17,4,5,0,1
10-08-2020,5077762,2268675,3057470,890799,226384,311641,241997,250825,322980,218508,397623,253868,485836,52410,328844,83812,483133,563598,13,127083,18494,74620,62547,375044,153599,42082,260507,284660,136638,34063,36708,84722,79628,52825,289947,22106,28262,4731,1268,23310,75394,1250,49617,33647,94701,5649,62704,13512,68947,6812,2599,80499,23872,40433,91635,100164,14,72400,113262,27841,56987,5749,0,95666,1717,2265,81787,23591,47872,2255,26800,14498,7234,9094,35712,5929,26928,44397,0,26768,46867,11942,40085,31304,55292,14660,6536,41212,37162,9684,3696,7216,20872,2871,1290,7601,1297,33,18042,2158,11956,3101,8210,1252,11312,2411,13202,1679,1364,1066,7930,5157,6555,7827,4748,1031,1112,2883,3046,1255,177,7634,8006,0,3309,2152,963,945,281,2573,4674,568,1204,3351,3902,2489,5347,1962,4821,3227,1235,1067,2470,1936,1158,781,1917,2052,699,1570,1832,89,945,1240,847,293,878,285,0,133,408,214,399,110,0,344,509,0,251,142,142,126,92,25,24,0,18,0,27,20,25,17,4,5,0,1
11-08-2020,5124380,2329638,3109630,895691,226313,312789,243180,251237,326612,219540,410453,260911,492522,52961,331189,85023,489680,566109,13,128776,18783,75008,63762,376616,156995,42162,263503,285191,139538,35195,36895,86593,80045,52945,291468,22245,28497,4746,1283,23948,76464,1264,50302,33731,95563,5740,62966,13722,69005,7121,2615,81094,24508,40593,93328,100855,14,73068,113646,28223,57966,5942,0,95834,1738,2283,82050,24175,48403,2272,27938,14708,7519,9103,36204,6302,27425,44804,0,26801,47290,12083,40455,31747,55353,14714,6676,41404,37269,9751,3748,7242,21269,2880,1293,7623,1313,33,18213,2167,12033,3229,8275,1277,11380,2481,13317,1735,1385,1066,8018,5223,6598,7871,4818,1047,1141,2920,3093,1327,177,7649,8006,0,3410,2171,963,989,300,2577,4714,602,1211,3351,4115,2559,5348,1968,4821,3227,1346,1070,2472,2001,1158,781,1932,2088,699,1570,1831,89,946,1250,866,293,881,285,0,138,408,214,399,113,0,344,509,0,268,143,142,127,92,25,24,0,18,0,27,20,25,17,4,5,0,1
12-08-2020,5181284,2396637,3164785,900745,230874,313798,244392,251713,329784,220859,422519,268574,498380,53676,333699,86504,489680,568919,13,130718,19075,75647,65177,378168,160436,42233,266498,285921,143749,36694,37169,88151,80489,53223,293037,22439,28751,4768,1303,24432,77377,1278,51288,33824,97110,5870,63212,13893,69102,7413,2690,82224,25057,40794,95071,101372,14,73785,113938,28697,59089,6177,0,95963,1780,2309,82299,25118,48657,2303,29088,14961,8018,9114,36699,6611,28104,45264,0,26838,47743,12217,40759,32654,55395,14770,6817,41572,37345,9783,3813,7300,21644,2881,1303,7642,1332,33,18263,2174,12033,3406,8501,1291,11587,2559,13397,1762,1393,1066,8116,5366,6622,7912,4893,1065,1190,3000,3128,1327,210,7743,8077,0,3525,2189,977,1036,326,2582,4752,623,1213,3356,4115,2653,5358,1972,4821,3227,1477,1092,2477,2014,1161,798,1937,2088,699,1589,1841,90,949,1252,883,297,882,285,0,141,409,287,399,113,0,344,509,0,272,144,142,127,92,25,24,0,18,0,27,20,25,17,4,5,0,1
13-08-2020,5233016,2461190,3224876,905762,230778,314927,245635,252235,337334,222281,433805,276072,505751,54487,336324,88136,498555,572865,13,132816,19401,76191,66631,380034,164277,42313,269115,286674,147526,37935,37403,89822,80851,53548,294519,22594,28998,4813,1320,24957,78446,1283,52471,33915,98343,6050,63489,13893,69203,7711,2739,83134,26129,41023,96459,101848,14,74486,114281,29087,60284,6381,0,96108,1847,2330,82531,26204,49042,2332,30369,15184,8389,9129,37187,7050,28754,45726,0,26929,48116,12357,41069,33323,55497,14873,6971,41725,37424,9851,3857,7368,21993,2882,1307,7683,1353,33,18308,2174,12115,3544,8663,1305,11740,2638,13522,1815,1409,1214,8198,5494,6653,7950,4990,1071,1245,3073,3174,1432,296,7781,8077,0,3599,2200,981,1089,404,2597,4912,631,1228,3359,4115,2761,5358,1976,4821,3227,1556,1104,2478,2014,1161,884,1940,2088,699,1602,1847,90,949,1252,911,297,883,285,0,144,410,271,399,128,0,344,509,0,273,144,142,127,92,25,24,0,18,0,28,20,25,17,4,5,0,1
14-08-2020,5297381,2525922,3275520,910778,236114,316367,246861,252809,342813,223791,445111,282437,511369,55319,338825,89917,516296,579140,13,135123,19693,77113,68046,382111,168290,42412,271881,287300,153660,39241,37671,91080,81195,53783,295902,22876,29233,4853,1329,25551,79402,1306,53818,34018,99409,6258,63819,14243,69308,8045,2801,84488,26931,41299,97950,102287,14,75185,114532,29483,61428,6632,0,96220,1903,2352,82743,27242,49467,2369,31381,15535,9022,9149,37664,7327,29334,46052,0,26995,48445,12515,41373,33821,55580,15039,7117,41847,37431,9908,3930,7405,22314,2886,1308,7700,1385,33,18469,2177,12162,3726,9021,1318,11872,2708,13643,1852,1421,1214,8260,5572,6676,7989,5072,1082,1276,3136,3229,1515,356,7810,8225,0,3670,2293,989,1119,426,2597,4988,649,1238,3376,4115,2838,5367,1983,4821,3250,1623,1124,2482,2014,1161,884,1947,2088,699,1609,1858,91,951,1252,930,298,885,285,0,146,412,271,403,133,0,345,509,0,273,148,142,127,93,25,24,0,18,0,28,22,25,17,4,5,0,1
15-08-2020,5344580,2589952,3317096,915808,239345,317379,248117,253438,342813,224488,456689,289100,517714,56090,341070,91795,516296,583653,13,137468,19891,77869,69374,383902,172583,42501,274525,288047,157918,41017,37924,92233,81421,53981,297315,23179,29471,4877,1339,26019,80665,1321,55051,34107,100688,6420,64102,14333,69308,8442,2855,85545,27737,41495,99146,102696,14,75697,114809,29905,62313,6858,0,96336,2023,2386,82924,28894,49979,2401,32607,15801,9381,9175,38133,7738,29849,46430,0,27191,48770,12653,41645,34528,55661,15318,7260,42210,37551,9965,3960,7439,22619,2890,1315,7720,1434,33,18469,2184,12211,3907,9186,1332,12032,2791,13724,1879,1434,1214,8343,5679,6693,8029,5176,1082,1348,3163,3292,1593,388,7831,8225,0,3745,2352,989,1252,497,2614,5026,674,1240,3376,4115,2961,5367,1999,4821,3250,1689,1130,2488,2063,1165,903,1954,2117,699,1622,1858,91,952,1257,951,298,885,285,0,146,412,271,403,133,0,346,509,0,273,150,142,127,93,25,24,0,18,0,28,22,25,17,4,5,0,1
16-08-2020,5385865,2647663,3340197,920719,239306,318484,249309,253915,342813,225007,468332,294569,522162,56684,343203,93490,525803,587345,13,139549,20012,78323,70461,385946,176931,42563,276549,289215,161253,42489,38124,92680,81484,54102,298542,23370,29682,4916,1378,26660,81940,1336,56074,34219,101542,6571,64312,14365,69516,8881,2902,86309,28465,41663,100344,103033,14,76205,115080,30183,62562,7075,0,96475,2107,2416,83086,29876,50502,2416,33755,15801,9791,9200,38583,8172,30120,46835,0,27257,49068,12739,41856,35329,55747,15515,7380,42532,37596,10005,4035,7458,22912,2893,1322,7731,1500,33,18469,2190,12314,4154,9343,1339,12162,2855,13827,1906,1440,1214,8482,5785,6701,8065,5261,1113,1306,3179,3316,1677,452,7879,8225,0,3839,2453,989,1315,552,2640,5072,709,1267,3378,4115,3016,5369,2011,4821,3256,1872,1147,2489,2063,1167,903,1956,2117,699,1631,1869,91,956,1257,964,298,885,285,0,146,413,323,405,138,0,346,509,0,273,151,142,127,93,25,24,0,18,0,28,22,25,17,4,5,0,1
17-08-2020,5421522,2702681,3359570,925558,242650,319197,250542,254235,359082,226700,476660,299126,525733,57279,345450,95007,535946,589886,13,141370,20202,78534,71194,387502,180133,42686,279144,289215,164474,43558,38252,94751,81658,54234,299914,23534,29782,4946,1398,27241,82543,1341,56717,34343,101751,6656,64541,14500,69589,9337,2907,86737,29084,41701,101223,103300,14,76827,115368,30377,62944,7222,0,96590,2185,2436,83226,31336,50995,2429,34802,16111,10135,9212,39025,8579,30365,47185,0,27313,49485,12840,41991,35702,55838,15761,7499,42653,37599,10060,4085,7469,23193,2900,1323,7752,1560,33,18582,2192,12410,4344,9839,1351,12237,2914,13886,1935,1457,1308,8620,5909,6762,8099,5308,1129,1375,3203,3364,1764,475,7897,8270,0,3894,2540,1005,1329,588,2640,5125,709,1280,3378,4115,3077,5372,2014,4821,3257,1872,1154,2490,2063,1167,946,1956,2117,699,1643,1882,94,959,1277,983,298,885,285,0,148,413,333,405,141,0,346,509,0,273,152,142,127,93,25,24,0,18,0,28,22,25,17,4,5,0,1
18-08-2020,5466580,2767253,3407354,930276,242592,320286,251805,254636,364196,228120,489122,305966,531239,57876,347835,96653,541493,592144,13,143043,20483,78897,72208,388855,184709,42800,282344,289832,169213,44803,38449,96409,81972,54448,301323,23829,29890,4970,1438,28257,82790,1351,57636,34474,102941,6855,64906,14669,69673,9758,2922,87123,29643,41846,103019,103571,14,77470,115661,30789,63847,7472,0,96753,2314,2474,83418,32722,51670,2456,35697,16351,10606,9219,39444,9068,30636,47581,0,27499,49895,12970,42146,36352,55938,16058,7654,42993,37599,10111,4132,7499,23462,2902,1323,7776,1603,33,18599,2200,12485,4464,9981,1359,12305,2991,14009,1966,1485,1308,8715,6079,6789,8131,5378,1146,1423,3253,3408,1844,475,7921,8270,0,3989,2577,1005,1424,629,2666,5193,737,1280,3382,4311,3216,5374,2027,4821,3257,2116,1173,2490,2063,1167,946,1959,2117,702,1649,1889,97,970,1282,989,298,885,304,0,148,416,347,406,147,0,346,509,0,273,153,142,127,93,26,24,0,18,0,28,22,25,17,5,5,0,1
19-08-2020,5513780,2836925,3456652,935066,242538,321098,253108,255278,370867,229706,502178,312659,537031,58611,350279,98658,549321,596060,13,144945,20798,79479,73617,390037,188802,42890,285091,290445,173774,46313,38760,97969,82323,54701,302686,24084,30048,5002,1482,28938,83754,1361,58728,34620,104475,7074,65341,14820,69801,10347,3022,88127,30409,42056,105050,103815,14,78145,115956,31415,64881,7684,0,96914,2427,2496,83606,34058,52298,2493,36868,16691,11133,9235,39847,9463,31015,47950,0,27547,50488,13076,42325,37112,56031,16346,7812,43094,37599,10162,4174,7566,23717,2902,1326,7805,1656,33,18624,2207,12546,4665,10218,1385,12446,3045,14074,2015,1493,1308,8792,6225,6829,8166,5643,1192,1470,3321,3482,1927,553,7949,8319,0,4058,2644,1024,1531,686,2667,5240,776,1285,3382,4311,3295,5374,2035,4892,3265,2288,1190,2494,2095,1167,946,1961,2117,704,1654,1892,98,971,1282,994,298,885,304,0,148,422,347,406,147,0,346,509,0,273,155,143,132,94,26,24,0,18,0,28,22,25,17,5,5,0,1
20-08-2020,5557779,2905825,3501975,939833,242413,322280,254520,256118,377906,231292,513719,320884,543806,59378,352558,100810,558420,599940,13,147211,21045,80178,74963,391849,192797,42983,287959,290958,178022,47638,39026,99599,82656,54992,303973,24431,30209,5046,1498,29645,83855,1370,59900,34759,105508,7329,65802,14962,69950,10952,3102,89010,31075,42319,106065,104071,14,78767,116224,31937,65983,7934,0,97025,2543,2528,83769,35836,52819,2536,37567,17029,11817,9240,40258,9707,31441,48303,0,27676,50964,13194,42507,37547,56099,16670,7967,43260,37856,10197,4229,7637,23964,2918,1327,7842,1750,33,18762,2227,12582,4912,10372,1395,12559,3115,14154,2044,1506,1308,8876,6370,6848,8203,5745,1290,1510,3368,3565,2008,605,7997,8319,0,4110,2717,1024,1610,767,2667,5282,846,1297,3389,4311,3366,5374,2040,4892,3265,2401,1212,2494,2095,1169,996,1969,2149,704,1665,1899,99,972,1284,1007,298,888,306,0,150,422,361,417,153,0,346,509,0,273,156,143,132,94,26,24,0,18,0,28,22,25,17,5,5,0,1
21-08-2020,5605737,2975701,3532330,944671,257333,323313,255723,257065,386054,233029,522138,329043,549734,60281,354764,102948,567059,603338,13,149408,21551,80894,76355,393769,197085,43126,290360,291588,182365,49247,39332,100716,82954,55211,305186,24762,30378,5098,1532,30483,84392,1385,60949,34921,106481,7594,66193,15131,70111,11580,3225,89867,32134,42477,107435,104313,14,79269,116481,32484,66941,8138,0,97148,2607,2564,83769,37665,53381,2574,38219,17396,12536,9249,40667,10121,31763,48661,0,27755,51304,13308,42703,38074,56216,17002,8119,43325,37894,10275,4277,7704,24200,2941,1330,7871,1848,33,18762,2244,12623,5227,10627,1406,12689,3195,14218,2068,1516,1308,8932,6564,6885,8241,5815,1346,1546,3412,3582,2073,648,8016,8388,0,4128,2780,1045,1703,864,2688,5322,881,1297,3390,4311,3460,5382,2050,4926,3265,2437,1239,2497,2095,1172,1015,1972,2149,704,1671,1906,99,981,1285,1009,298,891,306,0,154,426,361,417,154,0,346,509,0,273,157,143,132,94,26,24,0,18,0,28,22,25,17,5,5,0,1
22-08-2020,5649689,3044940,3582362,949531,260873,324601,257032,258136,386054,233861,533103,336802,556216,61181,356792,105337,576067,607045,13,151498,21790,81468,77544,395708,201050,43218,292625,292174,187249,50812,39627,101933,83114,55452,306370,25062,30548,5133,1576,31117,85480,1394,61916,35105,107089,7900,66617,15131,70285,12191,3316,90561,33084,42616,108427,104543,14,79957,116765,33072,67856,8381,0,97237,2738,2594,83769,39033,53983,2617,38957,17715,12974,9257,41068,10437,32118,49038,0,27908,51905,13458,42889,38532,56266,17399,8275,43325,37953,10299,4313,7762,24420,2947,1333,7906,2166,33,18762,2265,12682,5538,10831,1417,12850,3304,14277,2134,1521,1308,8932,6660,6894,8277,5893,1346,1577,3455,3617,2143,668,8050,8388,0,4189,2889,1045,1765,930,2699,5382,925,1297,3390,4311,3569,5382,2058,4926,3269,2437,1275,2497,2115,1172,1015,1980,2149,704,1674,1907,99,982,1286,1014,298,892,306,0,154,429,361,417,155,0,346,509,0,273,158,143,132,94,26,24,0,19,0,28,22,26,17,5,5,0,1
23-08-2020,5683994,3106348,3605783,954328,265550,325642,258249,259345,386054,234494,541139,342154,560164,61762,358905,107379,585236,609773,13,153535,21923,81936,78505,397665,204341,43323,294598,293261,189601,52349,39903,102663,83171,55597,307479,25253,30657,5155,1609,31935,86900,1411,62658,35274,107769,8175,67007,15287,70468,12698,3356,91161,33820,42792,109149,104718,14,80528,117008,33478,68188,8664,0,97340,2818,2635,83769,40671,54511,2651,39564,17715,13233,9267,41460,10437,32364,49330,0,27969,52227,13595,43023,38946,56353,17665,8427,43505,37999,10323,4343,7775,24622,2953,1337,7920,2263,33,18762,2272,12836,5854,11082,1421,12949,3395,14327,2171,1527,1308,8967,6779,6905,8311,5930,1529,1612,3509,3682,2217,686,8082,8388,0,4225,3089,1045,1784,1007,2705,5414,955,1320,3395,4311,3607,5382,2064,4926,3269,2685,1277,2499,2115,1172,1015,1992,2149,704,1683,1911,99,986,1286,1016,298,892,306,0,154,430,401,417,155,0,346,509,0,273,161,143,132,94,26,24,0,19,0,28,22,26,17,5,5,0,1
24-08-2020,5721574,3167323,3622861,959016,267392,326614,259692,260298,405436,236122,551688,350867,563705,62310,361150,109234,594326,611450,13,155412,22181,82092,79330,399568,207985,43454,297083,293261,194252,53252,40060,104472,83353,55720,308654,25495,30714,5191,1639,32678,87485,1421,63158,35426,108289,8311,67282,15386,70645,13155,3424,91608,34463,42825,110148,104902,14,80960,117266,33828,68533,8819,0,97478,2893,2673,84509,42143,55479,2665,40338,18029,13602,9274,41858,11009,32557,49719,0,28116,52548,13673,43126,39348,56404,17945,8605,43622,38054,10395,4378,7794,24811,2959,1337,7938,2362,33,18762,2275,12903,6030,11148,1451,13013,3440,14402,2222,1533,1562,9076,6912,6928,8346,6070,1612,1667,3532,3717,2293,713,8110,8409,0,4304,3306,1060,1798,1099,2708,5419,1029,1338,3402,4311,3632,5383,2073,4926,3269,2585,1295,2504,2115,1172,1015,1997,2149,704,1690,1916,100,987,1290,1022,298,892,306,0,154,430,401,417,156,0,347,509,0,273,161,143,132,94,26,24,0,20,0,28,22,26,17,5,5,0,1
25-08-2020,5759774,3224547,3669995,963655,270455,327798,261194,261174,412553,237583,562113,359638,568621,63073,363363,110949,600438,613017,13,157859,22548,82447,80390,400985,211947,43541,299628,293711,197164,54528,40262,106460,83578,55912,309768,25706,30820,5215,1716,33533,88381,1429,63888,35559,109030,8530,67621,15589,70727,13687,3452,92217,35305,42936,110999,105075,14,81573,117498,34358,69651,8987,0,97619,3069,2694,84652,43688,55877,2686,41158,18326,14228,9285,42228,11281,32803,50076,0,28201,52800,13799,43245,39641,56435,18265,8759,43717,38070,10454,4444,7838,24986,2971,1342,7981,2426,33,18973,2294,12974,6160,11285,1474,13056,3508,14475,2283,1536,1562,9128,7047,6960,8379,6196,1732,1705,3568,3744,2365,730,8112,8409,0,4327,3537,1060,1813,1252,2713,5423,1060,1338,3402,4494,3698,5383,2077,4926,3275,2686,1309,2507,2115,1173,1049,2001,2149,710,1695,1924,102,995,1295,1029,300,892,315,0,154,430,419,417,173,0,348,509,0,273,164,144,136,94,26,24,0,20,0,28,22,26,17,5,5,0,1
26-08-2020,5805562,3310234,3717156,968297,275640,328846,262507,262540,419849,239010,572243,370188,573888,63802,365606,112653,607382,615701,13,160165,22951,83030,81646,402365,215784,43658,302147,294193,202361,55864,40645,108403,83824,56274,310836,26033,30974,5288,1756,34418,89082,1436,64779,35707,110549,8888,68020,15751,70974,14248,3536,92557,36307,43067,112094,105243,14,82271,117742,34982,70714,9280,0,97825,3206,2726,84818,45221,56649,2722,41965,18609,14872,9291,42619,11834,33016,50393,0,28363,53021,13914,43358,39964,56495,18706,8927,43769,38113,10504,4499,7928,25140,2984,1360,8002,2524,33,18973,2311,12974,6431,11376,1484,13186,3590,14554,2332,1543,1562,9167,7225,6977,8413,6251,1804,1751,3630,3759,2440,760,8122,8468,0,4387,3625,1098,1923,1411,2717,5474,1093,1352,3404,4494,3724,5383,2082,4928,3275,2708,1326,2510,2145,1173,1051,2003,2205,710,1702,1930,102,998,1298,1034,301,892,315,0,154,430,419,417,173,0,348,509,0,273,165,144,136,94,26,24,0,20,0,28,22,26,17,5,5,0,1
